latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
13.321617,74.79452,97.0,19800,Asia/Kolkata,GMT+5:30

time,temperature_2m_mean (°C),precipitation_sum (mm),shortwave_radiation_sum (MJ/m²),apparent_temperature_mean (°C),wind_speed_10m_max (km/h),et0_fao_evapotranspiration (mm),sunshine_duration (s),wind_direction_10m_dominant (°),pressure_msl_mean (hPa),cloud_cover_mean (%),dew_point_2m_mean (°C),soil_moisture_0_to_7cm_mean (m³/m³)
2011-09-20,25.1,1.70,17.28,30.1,10.9,3.35,33041.49,198,1011.9,93,23.2,0.458
2011-09-21,24.4,6.80,15.47,28.7,14.8,2.93,30652.99,274,1011.2,98,22.4,0.488
2011-09-22,24.7,1.00,20.94,29.0,11.9,4.03,38999.97,289,1010.3,71,22.0,0.483
2011-09-23,24.9,1.00,23.09,29.2,11.8,4.48,39066.89,314,1009.6,37,21.8,0.468
2011-09-24,24.9,0.50,21.96,29.1,11.6,4.28,40434.05,307,1010.2,51,21.7,0.460
2011-09-25,25.3,0.30,22.80,29.7,12.4,4.50,40905.37,319,1011.0,30,22.1,0.450
2011-09-26,25.2,0.00,22.78,29.4,14.2,4.54,40894.70,334,1011.6,20,22.0,0.439
2011-09-27,25.3,0.00,23.91,29.3,16.5,4.76,40300.51,331,1010.5,22,22.0,0.427
2011-09-28,25.6,0.10,22.88,29.7,15.6,4.60,40755.75,326,1010.3,29,22.1,0.416
2011-09-29,25.6,0.30,21.68,30.0,15.4,4.33,38816.25,325,1010.0,48,22.6,0.407
2011-09-30,25.8,0.00,22.90,30.4,13.7,4.59,40393.41,327,1010.0,37,22.6,0.397
2011-10-01,26.0,0.30,21.44,30.7,13.4,4.34,39716.34,318,1009.8,44,22.8,0.389
2011-10-02,26.0,0.20,20.42,30.7,13.0,4.05,39823.94,329,1009.9,58,23.2,0.385
2011-10-03,25.7,0.00,22.68,29.6,17.8,4.64,39006.82,330,1009.9,37,22.3,0.378
2011-10-04,25.8,0.70,23.09,29.3,16.4,4.79,40242.31,337,1009.9,17,21.5,0.369
2011-10-05,25.2,0.00,24.57,28.8,16.6,4.97,40124.55,327,1010.3,16,21.4,0.358
2011-10-06,25.7,0.00,23.09,29.9,13.2,4.69,39904.25,328,1011.9,10,22.2,0.347
2011-10-07,25.6,0.00,21.53,30.3,12.6,4.33,39585.64,299,1011.5,29,22.5,0.340
2011-10-08,25.9,0.90,21.51,30.8,14.2,4.33,39048.43,244,1011.5,27,22.7,0.339
2011-10-09,25.8,2.00,19.71,30.5,15.6,3.94,38356.02,284,1011.1,52,22.8,0.348
2011-10-10,25.1,17.00,14.07,30.1,10.9,2.81,25925.22,201,1011.2,73,23.3,0.417
2011-10-11,25.8,6.00,16.73,30.8,10.5,3.42,29118.78,226,1011.2,97,23.1,0.477
2011-10-12,25.3,5.90,13.05,30.3,7.8,2.65,20468.94,213,1010.4,91,23.2,0.481
2011-10-13,25.4,8.90,16.20,30.6,8.4,3.27,29069.66,205,1009.0,97,23.4,0.472
2011-10-14,25.7,7.90,19.07,31.0,9.9,3.82,31889.88,155,1008.8,67,23.3,0.465
2011-10-15,25.6,9.50,19.10,30.7,9.4,3.81,34433.86,255,1008.5,87,23.1,0.479
2011-10-16,26.0,10.70,16.67,31.1,11.7,3.41,28937.08,313,1008.2,97,23.5,0.483
2011-10-17,25.7,3.40,17.50,31.0,7.9,3.50,34135.56,191,1008.5,100,23.4,0.464
2011-10-18,25.3,4.70,16.87,30.7,9.5,3.26,37642.71,169,1009.6,81,23.9,0.474
2011-10-19,26.2,0.50,20.21,31.5,11.2,4.08,38835.13,318,1008.5,46,23.6,0.458
2011-10-20,25.5,3.60,11.27,31.1,10.2,2.26,14093.61,165,1008.6,90,23.9,0.467
2011-10-21,26.4,0.80,19.86,31.8,13.2,3.98,34722.01,338,1007.9,56,23.8,0.472
2011-10-22,26.5,3.20,17.07,31.7,11.2,3.47,33070.96,162,1007.8,98,24.0,0.486
2011-10-23,26.3,9.20,17.63,32.0,9.5,3.53,36696.79,342,1009.0,96,24.2,0.469
2011-10-24,26.4,2.20,16.76,31.9,9.1,3.42,33496.95,346,1008.5,91,24.0,0.472
2011-10-25,26.1,17.90,18.77,31.6,11.2,3.84,33602.55,181,1007.9,94,23.5,0.475
2011-10-26,25.8,18.50,16.61,30.9,12.8,3.36,33705.40,309,1007.7,80,23.5,0.499
2011-10-27,25.3,13.40,13.63,29.6,16.5,2.82,24591.54,152,1009.2,100,23.1,0.496
2011-10-28,26.5,0.90,18.42,31.7,10.8,3.81,37533.26,32,1008.7,83,23.4,0.489
2011-10-29,26.1,7.60,19.90,31.5,9.2,3.95,38695.11,317,1008.7,77,23.6,0.479
2011-10-30,26.4,11.70,13.89,31.0,8.5,2.98,37385.52,5,1008.0,95,22.8,0.479
2011-10-31,26.0,5.40,16.13,31.2,10.3,3.34,33258.34,246,1007.9,95,23.5,0.492
2011-11-01,26.1,19.90,18.87,31.0,11.6,3.87,37318.37,189,1008.4,84,23.1,0.489
2011-11-02,25.2,47.20,16.87,30.1,11.6,3.31,31027.92,172,1008.5,86,23.2,0.487
2011-11-03,25.0,29.20,16.01,29.8,11.7,3.16,28498.34,155,1008.6,81,23.0,0.459
2011-11-04,25.2,9.00,16.43,30.1,7.7,3.29,31378.49,131,1009.1,76,23.1,0.486
2011-11-05,25.7,28.90,18.57,30.3,12.0,3.75,35317.23,119,1010.0,60,23.1,0.484
2011-11-06,25.4,14.60,17.84,29.9,10.7,3.59,38499.08,143,1011.0,78,22.8,0.429
2011-11-07,25.6,0.20,18.80,30.5,9.8,3.74,38511.96,160,1011.4,35,23.0,0.474
2011-11-08,26.3,0.30,21.51,31.1,14.0,4.48,37962.41,316,1011.2,37,22.5,0.458
2011-11-09,25.6,0.00,22.18,29.3,10.5,4.64,38464.79,335,1010.3,7,20.4,0.440
2011-11-10,25.0,0.00,21.03,28.5,13.4,4.34,38440.40,325,1010.6,16,20.6,0.425
2011-11-11,24.8,0.00,21.75,28.6,15.2,4.39,38415.48,337,1011.1,23,21.2,0.413
2011-11-12,25.3,0.00,21.03,29.3,13.3,4.25,38390.06,357,1011.0,26,21.5,0.402
2011-11-13,25.3,0.00,20.78,29.6,14.6,4.21,38364.15,312,1010.6,22,21.9,0.392
2011-11-14,25.4,0.00,21.69,29.3,14.5,4.45,38337.77,333,1010.7,6,21.4,0.382
2011-11-15,26.0,0.00,21.83,29.4,12.6,4.70,38310.93,347,1010.7,2,20.2,0.372
2011-11-16,25.7,0.00,21.72,28.5,14.1,4.72,38283.64,358,1010.6,0,19.2,0.362
2011-11-17,25.7,0.00,21.41,28.4,13.1,4.65,38255.94,356,1009.8,1,19.3,0.352
2011-11-18,26.4,0.00,21.34,29.7,14.1,4.64,38227.53,66,1009.9,5,20.3,0.343
2011-11-19,26.3,0.00,20.84,29.9,14.8,4.55,38198.27,345,1009.7,28,20.8,0.334
2011-11-20,25.7,0.00,22.45,26.6,12.3,5.07,38168.23,62,1010.5,43,14.4,0.325
2011-11-21,25.2,0.00,20.84,26.1,11.5,4.86,38137.48,66,1011.2,84,14.8,0.317
2011-11-22,25.1,0.00,21.32,26.7,14.5,4.90,38106.08,16,1009.9,80,17.0,0.310
2011-11-23,25.7,0.00,21.62,27.0,13.9,5.08,38074.12,42,1008.9,39,16.2,0.303
2011-11-24,26.3,0.00,20.69,28.9,14.5,4.69,38041.64,331,1009.3,51,19.2,0.297
2011-11-25,27.7,0.00,16.14,29.7,13.8,4.52,30162.79,55,1007.5,96,19.0,0.292
2011-11-26,26.8,3.10,9.15,29.7,14.6,2.79,15145.31,29,1005.2,99,20.7,0.297
2011-11-27,25.9,6.40,9.10,28.8,21.8,2.46,19354.50,115,1005.6,86,21.9,0.333
2011-11-28,25.8,8.90,17.51,28.6,21.9,3.88,36113.42,159,1007.5,86,22.1,0.380
2011-11-29,25.6,2.90,17.82,30.0,11.7,3.54,37060.79,161,1008.7,60,22.8,0.446
2011-11-30,25.8,1.20,17.63,31.1,9.0,3.50,37291.67,287,1009.4,85,23.3,0.444
2011-12-01,26.3,0.00,17.33,31.1,10.1,3.52,34946.01,318,1009.8,93,23.4,0.426
2011-12-02,26.3,0.00,18.20,31.3,11.5,3.73,36711.41,336,1009.3,83,23.3,0.409
2011-12-03,26.1,0.80,17.40,30.7,10.5,3.56,37163.48,114,1008.1,36,22.8,0.395
2011-12-04,25.6,0.00,18.53,30.1,11.2,3.75,37158.70,328,1008.8,22,22.5,0.383
2011-12-05,25.7,0.00,19.57,29.9,14.6,4.02,36932.46,335,1009.7,8,22.2,0.370
2011-12-06,25.6,0.00,20.45,29.6,13.3,4.23,37390.51,302,1009.6,6,21.7,0.357
2011-12-07,25.7,0.00,20.08,28.8,12.7,4.40,36840.62,348,1009.5,5,19.9,0.346
2011-12-08,25.1,0.00,20.93,26.5,11.5,4.74,37370.47,42,1009.6,10,16.5,0.334
2011-12-09,25.4,0.00,18.37,27.8,15.3,4.17,37128.30,351,1009.4,24,19.1,0.324
2011-12-10,26.3,0.00,18.87,30.1,11.9,4.09,36808.30,335,1009.9,20,21.3,0.316
2011-12-11,26.8,0.00,19.07,30.8,14.4,4.21,36923.06,267,1009.3,14,21.7,0.309
2011-12-12,26.2,0.00,18.76,30.4,13.2,3.98,36776.63,276,1010.2,34,22.4,0.304
2011-12-13,26.4,0.00,20.12,29.2,14.8,4.59,36572.48,353,1010.2,39,19.3,0.299
2011-12-14,26.2,0.00,20.16,28.1,14.8,4.78,36932.66,21,1010.7,37,17.7,0.292
2011-12-15,26.4,0.00,20.09,28.5,15.9,4.78,36857.81,3,1010.7,28,18.6,0.287
2011-12-16,26.5,0.00,20.04,29.5,14.9,4.49,36825.18,137,1010.6,5,20.0,0.282
2011-12-17,25.3,0.00,20.89,26.6,14.4,4.90,36964.32,20,1011.0,14,15.9,0.278
2011-12-18,25.0,0.00,20.68,25.2,14.5,5.09,36813.48,25,1011.0,64,13.8,0.274
2011-12-19,24.3,0.00,20.28,24.7,12.6,4.76,36400.28,28,1011.4,59,13.7,0.271
2011-12-20,24.9,0.00,20.64,25.8,10.5,4.71,36586.84,25,1010.3,73,14.6,0.268
2011-12-21,25.0,0.00,20.46,26.2,14.2,4.75,36376.25,351,1010.2,48,15.7,0.265
2011-12-22,25.2,0.00,20.28,26.7,16.4,4.71,36298.94,267,1010.3,76,16.6,0.263
2011-12-23,24.7,0.00,18.14,26.3,13.4,4.10,34695.30,345,1010.0,67,17.0,0.262
2011-12-24,24.5,0.00,20.50,25.3,17.3,4.73,36852.45,315,1009.1,17,14.6,0.260
2011-12-25,24.7,0.00,20.86,25.6,17.3,4.88,36939.12,318,1009.4,40,15.1,0.259
2011-12-26,24.1,0.00,21.10,24.6,15.5,4.93,37108.07,156,1010.2,3,13.9,0.257
2011-12-27,24.3,0.00,21.04,25.4,18.1,4.93,37031.75,320,1010.6,44,15.5,0.257
2011-12-28,24.1,0.00,20.08,25.4,19.0,4.60,36753.51,326,1010.7,80,16.7,0.256
2011-12-29,25.3,0.00,20.94,25.3,18.3,5.62,36902.53,337,1009.8,78,13.8,0.255
2011-12-30,27.3,0.00,17.83,27.7,15.5,5.55,36537.15,25,1008.9,56,16.2,0.254
2011-12-31,27.2,0.00,15.93,29.2,16.2,4.31,35601.08,168,1009.6,65,18.4,0.253
2012-01-01,25.2,2.30,9.54,28.2,12.9,2.35,22428.47,190,1010.5,87,20.2,0.263
2012-01-02,26.0,0.80,18.96,29.3,17.6,4.12,36888.62,256,1010.8,58,20.6,0.278
2012-01-03,26.2,0.00,19.81,30.1,19.5,4.23,36892.40,310,1010.9,32,21.9,0.278
2012-01-04,26.1,0.00,20.03,30.0,18.5,4.28,37000.17,311,1010.9,36,22.0,0.275
2012-01-05,26.0,0.00,19.76,29.8,17.1,4.31,37018.59,297,1012.3,38,21.7,0.272
2012-01-06,26.2,0.00,20.12,30.1,15.8,4.38,37131.93,291,1012.8,65,21.4,0.269
2012-01-07,25.8,0.00,20.46,29.6,16.6,4.40,37338.31,286,1013.5,15,21.6,0.267
2012-01-08,25.8,0.00,20.94,29.2,17.3,4.61,37582.13,312,1013.4,23,20.8,0.265
2012-01-09,25.2,0.00,20.98,27.7,18.0,4.86,37697.59,318,1012.7,14,18.8,0.263
2012-01-10,24.0,0.00,21.48,25.5,12.4,4.61,37734.03,306,1012.1,9,16.6,0.261
2012-01-11,23.4,0.00,21.46,24.5,11.9,4.58,37770.12,317,1012.5,1,15.0,0.259
2012-01-12,24.1,0.00,20.91,25.5,15.5,4.62,37805.73,238,1012.2,11,16.4,0.258
2012-01-13,25.3,0.00,20.09,27.3,15.7,4.67,37783.30,303,1012.3,45,18.1,0.257
2012-01-14,25.9,0.00,21.06,26.9,19.8,5.25,37818.51,330,1011.2,17,16.4,0.256
2012-01-15,25.5,0.00,21.90,25.1,19.1,5.74,37909.14,341,1010.1,1,12.0,0.255
2012-01-16,24.3,0.00,22.01,25.0,16.2,5.09,37942.30,211,1009.5,14,14.3,0.254
2012-01-17,23.6,0.00,22.11,24.8,15.5,4.91,37975.43,289,1009.0,9,15.6,0.253
2012-01-18,23.4,0.00,21.26,25.1,14.8,4.59,37953.71,317,1009.5,6,17.6,0.253
2012-01-19,23.6,0.00,20.62,24.7,20.7,4.77,37962.13,331,1009.4,15,17.4,0.252
2012-01-20,23.9,0.00,21.57,24.8,20.8,4.97,38020.36,334,1010.5,7,16.9,0.252
2012-01-21,23.7,0.00,21.38,25.6,15.8,4.59,38053.41,320,1010.7,5,17.7,0.252
2012-01-22,24.5,0.00,20.85,26.5,17.8,4.62,38061.17,335,1011.8,3,18.3,0.252
2012-01-23,24.6,0.00,21.49,26.9,16.2,4.64,38093.81,323,1011.5,21,18.9,0.251
2012-01-24,24.4,0.00,21.62,27.0,17.2,4.61,38126.18,311,1011.2,4,19.5,0.251
2012-01-25,24.6,0.00,21.94,26.9,17.0,4.80,38158.24,310,1011.1,8,18.8,0.251
2012-01-26,24.8,0.00,22.02,26.2,21.8,5.09,38189.94,339,1011.2,2,18.0,0.251
2012-01-27,24.2,0.00,21.95,26.4,17.9,4.76,38221.22,316,1011.3,10,18.5,0.251
2012-01-28,24.6,0.00,21.32,25.7,19.9,5.02,38252.04,333,1011.0,6,17.3,0.251
2012-01-29,24.3,0.00,21.39,25.4,18.2,4.94,38282.36,331,1010.7,20,16.9,0.251
2012-01-30,24.4,0.00,21.44,25.9,16.6,4.78,38312.12,320,1011.0,72,17.1,0.251
2012-01-31,25.2,0.00,21.88,26.8,20.2,5.08,38341.29,319,1011.8,9,17.6,0.251
2012-02-01,25.8,0.00,22.95,26.1,21.7,5.84,38389.46,338,1011.5,18,14.3,0.251
2012-02-02,26.3,0.00,22.94,27.3,18.4,5.66,38416.16,318,1011.9,2,15.1,0.251
2012-02-03,25.9,0.00,22.92,26.7,20.5,5.61,38442.00,297,1011.8,0,14.8,0.251
2012-02-04,25.8,0.00,22.37,27.9,17.8,5.12,38466.91,234,1011.7,0,17.8,0.251
2012-02-05,25.6,0.00,22.07,28.7,13.0,4.76,38490.87,266,1011.7,3,19.7,0.250
2012-02-06,25.6,0.00,21.03,29.1,16.3,4.55,38501.48,294,1011.4,17,20.8,0.251
2012-02-07,25.9,0.00,20.84,29.3,17.3,4.66,38525.78,323,1010.5,56,20.9,0.251
2012-02-08,26.3,0.00,21.42,29.2,18.5,5.02,38224.09,322,1009.8,67,20.7,0.251
2012-02-09,26.5,0.00,21.02,28.7,18.4,5.24,38572.58,320,1009.1,75,18.8,0.251
2012-02-10,26.0,0.00,21.25,28.9,15.0,4.79,37820.37,223,1009.5,56,19.6,0.251
2012-02-11,26.4,0.00,20.89,30.0,14.5,4.62,38617.25,264,1010.6,64,20.6,0.251
2012-02-12,26.4,0.00,19.86,28.9,16.2,4.63,38638.35,300,1010.8,31,18.9,0.252
2012-02-13,25.9,0.00,21.97,28.5,19.7,5.05,38659.12,318,1011.4,21,19.2,0.252
2012-02-14,25.6,0.00,21.90,28.8,15.7,4.71,38740.23,301,1011.8,14,20.0,0.251
2012-02-15,25.4,0.00,22.84,28.1,16.3,5.06,38698.95,314,1011.1,59,19.8,0.251
2012-02-16,25.9,0.00,23.36,28.0,21.6,5.61,38773.36,325,1009.3,16,19.0,0.251
2012-02-17,25.7,0.00,23.21,27.9,15.6,5.29,38864.00,300,1009.1,9,18.3,0.251
2012-02-18,26.1,0.00,22.64,28.3,17.7,5.33,38879.96,306,1010.2,20,18.5,0.251
2012-02-19,25.7,0.00,24.29,28.1,16.9,5.45,39051.41,277,1010.5,39,18.4,0.251
2012-02-20,25.5,0.00,24.38,28.0,19.0,5.49,39068.64,242,1009.8,2,18.6,0.251
2012-02-21,25.7,0.00,23.36,29.2,18.0,5.10,39004.11,239,1008.9,54,20.7,0.251
2012-02-22,26.0,0.00,23.73,29.8,19.7,5.14,38821.33,242,1008.7,86,21.2,0.251
2012-02-23,27.2,0.00,24.46,30.2,22.7,5.86,38948.02,315,1008.6,70,20.2,0.251
2012-02-24,25.7,0.00,24.45,28.4,19.6,5.41,39129.84,250,1008.1,64,19.1,0.251
2012-02-25,26.3,0.00,25.29,28.7,21.6,5.91,39316.46,307,1006.8,23,18.5,0.250
2012-02-26,26.7,0.00,25.38,29.1,19.9,5.99,39419.66,260,1006.5,1,17.5,0.250
2012-02-27,26.6,0.00,25.42,29.1,19.1,5.96,39435.22,260,1007.4,34,18.2,0.250
2012-02-28,25.9,0.00,24.84,29.1,17.8,5.49,39267.99,280,1008.1,34,19.8,0.250
2012-02-29,26.3,0.00,23.30,29.7,15.5,5.17,39001.61,303,1007.5,30,20.3,0.250
2012-03-01,26.4,0.00,24.59,28.6,21.6,5.93,39476.11,319,1007.5,26,19.1,0.250
2012-03-02,26.1,0.00,24.91,28.3,17.9,5.93,39678.39,305,1008.0,10,18.6,0.250
2012-03-03,24.7,0.00,25.30,26.5,17.9,5.58,39788.85,320,1008.8,31,18.1,0.250
2012-03-04,24.6,0.00,25.16,26.9,15.3,5.36,39508.60,313,1008.5,62,18.8,0.250
2012-03-05,25.6,0.00,24.51,29.4,15.6,5.15,39318.48,287,1008.7,50,21.0,0.250
2012-03-06,26.3,0.00,23.35,29.8,15.2,5.15,39222.88,292,1009.1,12,21.2,0.250
2012-03-07,26.1,0.00,23.60,29.0,17.1,5.30,39431.05,300,1007.6,39,20.6,0.250
2012-03-08,25.5,0.00,22.14,27.1,22.0,5.21,39332.62,326,1009.0,64,19.4,0.251
2012-03-09,24.8,0.00,25.47,26.1,22.5,5.83,39967.18,323,1008.2,30,17.9,0.251
2012-03-10,25.0,0.00,24.95,26.8,18.6,5.53,40191.14,315,1007.5,15,18.5,0.251
2012-03-11,25.7,0.00,23.63,27.9,17.2,5.42,40096.09,312,1008.3,16,18.7,0.251
2012-03-12,26.3,0.00,24.56,28.2,20.3,5.93,40434.46,321,1010.3,57,18.6,0.250
2012-03-13,27.5,0.00,23.11,30.6,15.1,5.40,40448.52,258,1010.0,58,20.0,0.250
2012-03-14,28.2,0.00,21.76,31.9,17.5,5.09,40015.26,214,1010.6,76,21.3,0.251
2012-03-15,27.8,0.00,22.71,32.1,15.1,5.10,40136.16,232,1011.2,44,22.4,0.252
2012-03-16,27.8,0.00,23.05,32.1,17.2,5.21,40258.96,262,1011.7,21,22.3,0.253
2012-03-17,27.7,0.00,22.66,32.1,16.3,5.04,39922.34,285,1010.9,21,22.4,0.255
2012-03-18,27.4,0.00,23.24,31.4,15.9,5.24,40276.34,275,1011.1,18,22.0,0.254
2012-03-19,27.2,0.00,23.21,31.0,15.2,5.18,40519.00,263,1011.3,15,21.7,0.254
2012-03-20,27.8,0.00,22.27,31.7,14.2,5.08,39459.63,237,1010.6,32,22.0,0.253
2012-03-21,27.7,0.00,22.77,31.3,15.7,5.22,39337.88,212,1010.3,30,21.5,0.253
2012-03-22,27.9,0.00,23.32,31.6,15.6,5.37,40423.24,214,1010.4,36,21.4,0.253
2012-03-23,28.2,0.50,23.04,32.5,16.7,5.14,41039.82,266,1010.8,38,22.3,0.258
2012-03-24,28.4,0.40,24.11,33.1,17.4,5.25,40188.26,263,1010.3,34,23.2,0.268
2012-03-25,28.0,0.00,23.90,32.4,20.0,5.34,41061.19,304,1010.7,31,22.8,0.272
2012-03-26,27.7,0.00,24.00,32.0,20.2,5.25,39942.61,305,1010.7,31,22.5,0.270
2012-03-27,27.4,0.00,24.80,31.6,21.1,5.41,41080.44,295,1011.4,20,22.0,0.267
2012-03-28,27.5,0.00,24.60,31.8,18.1,5.38,40961.93,252,1012.7,48,22.4,0.265
2012-03-29,27.3,0.00,24.19,31.1,17.2,5.32,41226.48,305,1012.9,17,21.7,0.263
2012-03-30,27.4,0.00,24.19,31.1,16.7,5.43,41106.26,287,1012.3,37,21.3,0.261
2012-03-31,27.6,0.00,24.34,31.3,18.2,5.50,41627.94,319,1010.6,19,21.8,0.259
2012-04-01,28.0,0.00,22.92,32.2,14.9,5.23,41671.21,282,1010.0,11,22.4,0.258
2012-04-02,27.9,0.50,21.83,32.6,12.2,4.83,41129.80,245,1011.3,31,23.0,0.262
2012-04-03,27.8,2.90,22.18,32.8,14.1,4.77,41004.14,278,1013.1,43,23.3,0.280
2012-04-04,28.2,0.20,23.38,32.4,16.3,5.30,41798.99,307,1012.8,37,22.6,0.294
2012-04-05,28.3,0.00,23.15,32.4,17.3,5.36,39937.64,302,1011.0,38,22.4,0.290
2012-04-06,28.1,1.50,21.29,32.5,17.5,4.78,39136.71,303,1009.7,66,23.2,0.291
2012-04-07,28.7,0.00,22.39,33.0,15.5,5.25,39663.57,302,1008.7,55,22.7,0.294
2012-04-08,28.5,0.00,23.77,32.7,15.5,5.55,40898.84,305,1008.4,20,22.4,0.288
2012-04-09,28.2,0.00,23.94,32.4,14.8,5.48,41872.13,294,1009.7,35,22.1,0.282
2012-04-10,28.0,0.00,24.07,32.1,16.0,5.41,41743.58,287,1010.0,68,21.8,0.277
2012-04-11,28.3,0.20,24.05,32.3,15.7,5.58,42088.20,282,1009.0,35,21.7,0.273
2012-04-12,28.1,0.00,21.89,32.5,15.5,5.00,40355.37,270,1008.8,90,22.4,0.273
2012-04-13,28.5,0.00,23.91,32.8,15.3,5.53,41913.62,290,1008.1,44,22.6,0.270
2012-04-14,29.3,0.00,23.91,33.7,16.8,5.75,41639.23,311,1008.1,41,23.1,0.269
2012-04-15,28.9,0.70,23.49,33.9,16.1,5.38,41790.89,272,1009.2,39,23.5,0.269
2012-04-16,29.0,0.00,24.37,33.7,17.1,5.65,42289.86,272,1009.0,29,23.1,0.267
2012-04-17,28.6,0.30,24.10,33.1,15.9,5.44,42329.35,281,1008.0,56,22.7,0.266
2012-04-18,29.0,2.00,21.35,34.0,17.8,4.88,40948.11,300,1007.2,68,23.7,0.278
2012-04-19,28.6,4.10,21.64,33.5,19.1,5.05,38777.54,308,1007.6,85,23.8,0.308
2012-04-20,29.3,0.00,23.61,33.9,16.9,5.60,42445.71,312,1008.6,81,23.3,0.311
2012-04-21,29.0,1.20,21.35,33.7,20.7,5.15,39354.70,310,1008.4,58,23.9,0.310
2012-04-22,29.6,0.00,23.22,34.9,15.5,5.45,42521.19,294,1005.9,35,24.5,0.302
2012-04-23,29.4,0.00,23.61,34.2,20.3,5.62,42464.72,308,1005.7,35,23.9,0.294
2012-04-24,28.8,0.70,22.63,32.2,22.9,5.71,41416.04,322,1006.4,81,22.8,0.287
2012-04-25,28.0,2.00,19.29,32.0,18.7,4.67,35658.14,312,1007.7,97,22.9,0.295
2012-04-26,27.6,3.10,13.44,32.1,15.6,3.30,16610.91,322,1007.8,100,23.5,0.299
2012-04-27,26.5,18.20,12.90,31.5,15.9,2.88,25951.72,326,1007.8,99,24.0,0.423
2012-04-28,27.0,0.70,15.96,32.0,13.0,3.48,25138.74,278,1007.4,100,23.9,0.429
2012-04-29,27.7,0.20,22.08,32.2,17.8,4.93,41941.66,313,1007.0,89,22.9,0.404
2012-04-30,27.5,0.00,23.55,31.3,18.4,5.30,42805.93,314,1007.2,72,22.4,0.376
2012-05-01,27.3,0.00,22.45,31.1,15.9,5.00,42579.88,297,1008.3,72,21.8,0.356
2012-05-02,27.6,0.00,22.01,31.4,17.2,4.97,42748.90,301,1009.4,79,21.8,0.340
2012-05-03,27.7,0.00,22.81,31.5,18.3,5.21,42907.38,305,1008.5,53,22.0,0.327
2012-05-04,27.4,0.00,23.22,30.8,15.1,5.22,42930.58,298,1008.2,34,20.9,0.314
2012-05-05,27.4,0.00,24.28,30.7,16.8,5.46,42941.61,296,1009.0,47,20.9,0.303
2012-05-06,27.1,0.00,24.27,30.1,17.6,5.59,42952.91,317,1010.0,45,20.6,0.294
2012-05-07,27.1,0.00,25.30,29.9,21.4,5.93,42964.49,324,1008.6,16,20.8,0.287
2012-05-08,27.6,0.00,24.24,31.1,16.9,5.55,42976.33,315,1008.2,25,21.8,0.281
2012-05-09,28.0,0.00,23.49,31.8,16.7,5.41,42988.43,322,1009.5,20,22.4,0.276
2012-05-10,28.3,0.30,22.81,32.1,19.9,5.43,43000.80,320,1010.4,65,22.8,0.274
2012-05-11,27.4,10.90,16.58,32.0,13.4,3.69,36036.47,320,1008.7,91,24.0,0.293
2012-05-12,26.3,13.80,14.88,31.0,12.0,3.21,20453.88,305,1008.0,100,23.3,0.387
2012-05-13,27.1,3.50,20.37,31.6,14.3,4.48,36828.74,318,1007.9,98,23.3,0.425
2012-05-14,27.7,0.00,23.47,31.5,17.9,5.31,43052.79,322,1007.9,66,22.8,0.394
2012-05-15,27.6,0.40,21.32,31.8,19.6,4.80,41707.79,318,1009.1,72,23.0,0.371
2012-05-16,28.0,0.00,22.29,32.5,15.8,4.98,42039.27,314,1008.4,57,23.2,0.354
2012-05-17,28.1,0.70,23.21,32.3,18.2,5.26,43095.24,319,1007.7,35,23.0,0.340
2012-05-18,28.3,0.00,24.36,32.3,20.5,5.61,43110.31,322,1007.5,51,23.0,0.325
2012-05-19,28.6,0.00,22.68,32.5,21.0,5.42,43125.77,317,1008.5,72,23.2,0.313
2012-05-20,28.3,0.00,23.57,31.9,20.5,5.58,42348.96,319,1007.9,63,22.6,0.303
2012-05-21,28.2,0.00,20.27,31.9,19.7,4.99,37065.17,318,1007.8,68,22.8,0.295
2012-05-22,28.0,0.00,18.33,31.8,20.2,4.49,37693.45,321,1008.5,89,23.2,0.291
2012-05-23,28.2,0.40,23.17,32.0,19.4,5.39,41663.02,311,1008.7,82,22.7,0.289
2012-05-24,27.8,0.70,21.80,31.6,20.5,4.93,43200.00,302,1008.4,61,22.6,0.290
2012-05-25,27.7,1.50,23.04,31.4,19.0,5.22,43200.00,307,1007.9,49,22.6,0.295
2012-05-26,27.6,2.40,21.88,31.0,19.6,5.07,42238.32,312,1008.2,41,22.2,0.300
2012-05-27,27.8,1.40,19.44,31.0,21.9,4.84,40268.00,315,1008.2,71,22.5,0.301
2012-05-28,27.9,0.50,21.62,31.1,21.5,5.16,42094.79,314,1007.8,68,22.4,0.300
2012-05-29,28.1,0.20,23.18,31.6,20.2,5.51,43200.00,320,1008.3,66,22.5,0.295
2012-05-30,28.0,2.20,20.76,31.2,22.7,4.99,42241.02,310,1008.0,97,22.9,0.298
2012-05-31,27.8,0.50,22.86,31.4,20.9,5.09,43200.00,296,1006.7,80,22.3,0.302
2012-06-01,27.8,1.20,21.49,32.3,14.3,4.78,39867.96,270,1007.0,77,22.8,0.302
2012-06-02,27.7,1.80,21.18,32.5,18.5,4.60,43192.27,291,1006.9,71,23.8,0.305
2012-06-03,26.9,9.60,21.54,31.9,17.1,4.48,40798.00,250,1006.8,67,23.7,0.348
2012-06-04,25.9,28.20,17.34,30.6,17.1,3.40,37639.72,219,1006.6,75,23.8,0.468
